"","","exprtTATwistRas - expras"
"QJpeelCtqOBUE4NYJw","NM_021469","-0.840513295782505"
"rIqCA0J0iE6JWV6W7Y","NM_144884","-0.253841921006567"
"WSKggNCdIhOiVlelu0","NM_144884","-0.434584161230629"
"csAegikfqXh7vco7Ck","NM_172905","-0.822745977477492"
"KpSaUKkSvRHt.sAthQ","NM_001081066","0.187404865106384"
"QO89Z9c7HoHl_KVyLo","NM_139206","0.0697270701889572"
"uI0ySOSqdSYKRKOeKI","NM_183160","-1.04685492482478"
"lrFLJcn6YCGSUIlC3E","NM_177697","-0.123454728402846"
"idScn0uhMURfdJJeBc","NM_181577","-0.61231534023986"
"iTeCjqAZeQo6gk.quU","NM_153791","-0.0746551145013692"
"9nImeiChpyvwSCjsFI","NM_029166","-0.286001310152502"
"oj6Bf1XVIdKAWdLqGM","NM_001081756","-0.343595594505784"
"fopWAmIIoJMwpUA0go","NM_001008973","-0.449877103523933"
"rloK_jgoCIXUl0m910","NM_175332","0.0613457876444876"
"6ciVL9KN9XozvgC0o8","NM_177835","-0.610009318592907"
"lrYqV6KR6rF3j.E.c0","NM_145989","-0.551575070566545"
"KJ15bcOCh59cE5f51U","NM_001039556","-0.0630349734607805"
"WTmfMtKPyQrhgv6oSE","NM_181316","-0.123049357328762"
"0m.3uxeCIBxEU1i8go","NM_181316","-0.150233227281127"
"KFiKoeh3SlfxL7deS8","NM_173038","-0.0726755606129235"
"ioPqP.QR5w4I1XfMtQ","XM_989935","-0.814639007788722"
"TovolFI1X5CHlUHwG0","NM_001081409","-0.304012418738426"
"lVnSkUDeBYaSAd45C0","NM_177139","-0.422711923297661"
"EVfddt7d40I778TRdI","NM_172809","-0.292623979402391"
"HariCNdUrIpviC8T5c","NM_030024","-0.585727657629741"
"QS5z459_OzHeulHxxE","NM_178791","0.41833875172548"
"3TJ0CEom_q6kg2Akfc","NM_198299","-0.388687986744055"
"9e3ulJrw1T_Sf4AotQ","XM_131404","0.108168724905552"
"rrujCsQG7LN6DuD86k","NM_145471","0.449291841701251"
"fUV.Rx0gsSRo4CfuUc","NM_177271","-0.63958933543927"
"fc78TXUpPnlewV0pe4","NM_175483","0.549243610185822"
"f1U6GyI6bO1CMn34UE","NM_026530","0.484815053999082"
"3zDR7xIekAFMmvdKQc","NM_153158","-0.310401071534312"
"QeC4nUtBJJVeedQUwU","NM_001015681","-0.410224176171162"
"HleoNeynpHO8qEePSk","NM_001015681","-0.254715043688801"
"ugJi6nUV3kiJHurv.I","NM_172726","0.178788419742002"
"u1SFCglfoiKjnpVuhA","NM_172726","-0.171652556616624"
"9eqUI6oJU1cxCSSjIs","NM_001013784","-0.387930679342631"
"W5eDkXZZeS1tZUMqZA","NM_178756","-0.533051851788081"
"ohua6iE9LXbr3BqBA0","NM_172964","0.0316787201976272"
"KFaEhP6B6ILEJjsINc","NM_178663","-0.126504935026855"
"BpIiXLA1BffXjrqovU","XM_975070","-0.367237599239655"
"ionn0fLoiAQ1Yg3dUA","NM_177111","-0.718822220508589"
"9qC544T6DlSjk6V8eU","NM_153515","-0.257609200011666"
"KJknt9eXDpUgU7WbRs","NM_177809","-0.728592936575294"
"6F7CrAigVlKmeEln6g","NM_175035","-0.389375523847643"
"3kqyt81SACSrSS0INE","NM_175035","0.147911481156783"
"6iV4n__yEiwj_Svq6o","NM_172786","-0.255465610818989"
"KeR.j_.XBL3vV15.j8","NM_007891","0.168253355774336"
"Q5U.q8P7fNdi0n165Q","NM_177733","0.421129147842109"
"9tJ9euUQHy17WKLrSY","NM_177733","0.05391245860746"
"El3roofTuy_Pqf7EB4","NM_010093","-0.621097245923802"
"cyi3qKvrFwg6dSdeVE","NM_148952","0.162844212196832"
"cCXNL__H3hPUf1yLEo","NM_007892","-0.0785367163207589"
"9JSy73Vi2XUkarXjq8","NM_033270","-0.25335379504676"
"6F0urC0fF3e5dD5dLQ","NM_033270","-0.0841175120659639"
"iSi3qCTby.rAXdefxA","NM_033270","-0.60284802808696"
"f4Z3TgN5VXVQdfhERU","NM_173386","-0.32989057631282"
"6olepfyK63JKIvUrNA","NM_177133","-0.672990036687148"
"35pXvJTTnWqpcVELW4","NM_144915","-0.177228512792374"
"WjiR.Mfl5t.Wq0coSU","NM_144915","-0.0277495570331663"
"HqXo4xp90kixdY4kss","NM_175561","-0.195888509815047"
"HsqVuHJJ19eZ68DyBI","NM_175561","-0.107727041563982"
"TteEfjl.nhfKrRCHNc","NM_172909","0.0821261450274147"
"xNL_r4gr4.qil6nkXo","NM_173749","0.392684836267544"
"Ht3k.6.8hFMiDThUFE","NM_178666","-0.975318897833929"
"otRd8dwZyqOE6QpLpI","NM_177310","-0.394774280434181"
"Q.Ujk3kRHWjsW236bc","NM_198011","0.116788170502808"
"ELoJOG4yAsNKtEB1J4","NM_172842","-0.562700249632743"
"9uz3U3XlAc6eu0KjhI","NM_001029983","0.472430090591828"
"fhLj0xbE3Ukoe6t6UE","NM_144796","-0.481447506889243"
"ocKAundB7cDTpNsKD8","NM_153548","-0.0115752570544991"
"xX_fStNCJZ5R611Mx4","NM_146069","0.409900206982279"
"oOTJfu9yU6gnuJx6Lc","NM_001013378","-0.259815670270502"
"uRTt5_uOfya_f7TtSs","NM_178668","-0.379913284482651"
"3l1y6x799d6D1FU7wI","NM_011816","-0.425775673412353"
"WRKEm2_C1R76S.6S6w","NM_011816","-0.615592600628689"
"3XHyE0CkNH_C11dWJ4","NM_133897","-0.014653351776527"
"39RGdAJRWhRAXF4blQ","NM_177318","0.233017342825034"
"HlHuEOu00ihMiNfiRo","NM_007893","0.159781217889561"
"65Ioh4FHUx1VBXl4Ak","NM_001034898","-0.416960138592528"
"N4JU_Urv7jNr54gItI","NM_134111","0.559769796111074"
"rBNFL6KIEXzFQ5IxQk","NM_053112","-0.32066184658591"
"TvqCBYtd7_R5O0k3tc","NM_053113","-1.1729374340814"
"rk0UtoggRfMVDkjFBQ","NM_001012766","-0.371212401059653"
"3L1GolECSEqATq1gnk","NM_007895","-0.8015337247516"
"uWCefi1Yf7deee_ofs","NM_001017422","-0.697597437488891"
"QDD.OuoBx3nNzzn.vQ","NM_019480","-0.170557097095585"
"ilFqbqPmwUgJ2bu778","NM_019480","-0.249804755666792"
"oeUiSrvrwL7BVYs3qo","NM_007897","-0.28148705414713"
"3KIk2yoorvqO2pfHHo","NM_152993","-0.119022501967041"
"WlUWlDkeI1IUjYohAA","NM_183031","-0.274364943955304"
"Wttx_Kukq6XteLeDHg","NM_015766","0.153206078687531"
"3BGAiJxhjt1J9YlCuk","NM_026932","-0.448857315023536"
"0w6m.s3b3R5a5UifXk","NM_026932","-0.0173369933933403"
"BoH7n9US8S7Xjv16Oo","XM_001476109","-0.240224679464369"
"WlFW.P3r3P_.14Oezo","NM_007898","0.638150329911467"
"rhSE9Y3udf.xLv_CaU","NM_026598","-0.225527109074921"
"omf_3H7cyygO_SPVCk","NM_026598","-0.00737169844863139"
"TQtJS4KHJeRNJRX3Sg","NM_027475","0.221338945206995"
"6fLvS3uE95GZ1w_KsI","NM_027475","0.0652431743315205"
"6PnSruSolCkoIZIevI","NM_199307","0.537842130921382"
"cJIZ5UV6t0UkFJ331w","NM_199307","0.493101163562498"
"QqEQAk0X3UJ3g7fWhU","NM_016772","0.681408249352874"
"WOr_Xymqn6B_V6XuF0","NM_026728","0.367873654108297"
"HYnVA.upC4VJwfwkRE","NM_026728","0.605048076093448"
"cHlF9THnRfpy4eh3eQ","NM_026728","0.63856702963381"
"ruoDgxKoqBh_crS6ko","NM_024208","-0.172791566455297"
"rnQjuJ9CKguld3nj1Q","NM_053119","0.121742151344288"
"BUvl.VVqvlRFoQ7QAQ","NM_007899","-0.470056032804957"
"9UHF4oG6fy6eiEeoOU","NM_007899","-0.442965408882046"
"rXpHwUrkKPApO5Df40","NM_001012324","-0.456550366783627"
"TkkqkC_LSMiek4ogCE","NM_012029","-0.0913541808634371"
"ZPerQIrAjocCe6uex8","NM_175540","-0.297246005745379"
"xfh1efnn8qiUtX7T8c","XM_972667","-0.0864996137183756"
"oIr6tXmNee90qtciHs","NM_133643","-0.546437071396725"
"unLZQfcrcFUlAjhJIE","NM_001081359","-0.512647492908203"
"ZOZhemapO9t9pzhBxM","NM_138677","-0.10343742301721"
"3ASJKUCInSKCEuK2qU","NM_145537","0.458655921132577"
"BGqryl7uVXQVMHntAQ","NM_021519","0.302420889262704"
"xpojUvJKECP_dij1VA","NM_010336","-0.464770822388888"
"3X6H9x94tVQhdIzlKU","NM_020028","-0.0827384172753671"
"oV1KejOtPlO_DQgeb0","NM_020028","0.00390531573266273"
"HCnggqiP6ikKJe2ou4","NM_010333","0.503753900404755"
"uSU8Nd03HX1kluK5Jk","NM_010102","-0.551923057610764"
"fDD_YoXvNX44qU8_d4","NM_022983","0.405090433149054"
"cWeKp_ejVC5AsPkTYs","NM_022983","0.588420458805514"
"3qMCiJqnUIOdIFK47c","NM_053190","-0.185360592679367"
"lhd4qRSk5E6xAj4OSk","NM_053190","-0.218048756975708"
"Hq.eyAtfKi727eHSmU","NM_010104","-0.323851071821091"
"9d_oR.6iRIF57H2dN4","NM_007902","-0.43419195784789"
"oso9NyIoCzIUKaupJw","NM_007903","0.300647260651352"
"ZqV6wdx6k.1SO.Eh7g","NM_010332","0.348018810855189"
"io7yK0Bj_wuH0lz.dU","NM_007904","0.588545723853724"
"xd60XAukn7tvnB9__I","NM_007904","0.793320817388286"
"TST2NKeJ4Oy470T78Q","NM_021876","0.0783030604611241"
"6kJU7u_In3eHFdR_tk","NM_010106","-0.0694495915760225"
"rh68OMEOTbAF9IKAg4","XM_203909","-0.569767245087304"
"KV1H62f5724TikhL54","NM_010106","-0.0232423683355982"
"xmTt5F1n7CKdxtJh6M","NM_007906","-0.392114325977894"
"TwM5ernoQngpYmoGKQ","NM_007906","-0.191296637035485"
"cfWZSZ0UZ0uVv9UMB4","NM_007906","-0.554617310905368"
"WdJnpZpdWmd211n.kQ","NM_018796","-0.0206290195854333"
"xUSguieSOcKOOGE_N0","NM_018796","0.249563816441324"
"ouKCQIJxiCBl_RLOLU","NM_018796","0.426836321159044"
"T7roo4QLqRYfnYoojQ","NM_023240","-0.165618597067903"
"E9ejF4xXfel3qTkzeU","NM_029663","-0.046962153661978"
"Enr.tE9BPFSE0pBN7U","NM_025380","-0.685563399451972"
"KZcnl5FxX0KiOqtPAg","NM_026007","-0.203209632295087"
"HAfVZF95SdNehVN9Cs","NM_007907","0.490182465197547"
"6enl5KoZXXkjjRTUfE","NM_007907","0.645972513248045"
"9SOoAB9VkX3lJ016FU","NM_007907","0.704038331641819"
"Ho.uXfXwb.t3hdCkHo","NM_007908","-0.539687367299631"
"W8sV6r1NfkYitDKV6U","NM_023060","-0.110837714831551"
"TvShFdIznq.pCIrwT4","NM_025769","-0.0438666341064424"
"WnrKefb6S4iOpyoC0I","NM_026626","-0.375235122779724"
"oumjH5wu7p3FSCk1Tk","NM_001025103","1.15471925412834"
"EnSdQglTiSCBgeg7lc","NM_001033464","-0.578416457235903"
"E9DMcNAoesH1V57ukQ","NM_054095","-0.503851173994606"
"ZupPw1MItDvzbzR7uw","NM_146015","-0.0995027755506301"
"9VqpcqOFvefAoHOO4I","NM_021474","0.352630777906421"
"cMkL.fCcajfq_6gM6Q","NM_028643","0.257059780879539"
"uMi7XdUhHVKonSUkCg","NM_028643","-0.202653718641626"
"ooye0VhVPQNIuhe4B0","NM_028889","-0.410989254170528"
"Wu7uv.jhwcgECuhKNI","NM_025994","0.0475239473435236"
"Kt7ovyfBqSpUTsS7ew","NM_010107","0.568297794697351"
"3iINVK5UJ_IIk0uoUk","NM_010108","-0.354819117533919"
"Q4tJ0176i16ICaxtas","NM_007910","-0.137729033081337"
"r3uJQkRfULRVCgWSV8","NM_007910","-0.493976653521413"
"EdOld3lPt.T9Ue5DyE","NM_010109","0.556833660276778"
"WqJAElJV9SuktoKj.4","NM_010110","-0.0131998871948067"
"9ISw6f98VI_7EyJDvo","NM_010111","0.252445091239588"
"ToEoL4z5T6orpqs6W0","NM_007911","0.0139216328984588"
"rIBFIifdV0QtKIlpRI","NM_010112","-0.466347470871884"
"fCf6f5o4jSgihSaHpQ","NM_175317","-0.552503808189931"
"BFNAm9NWlNh09p.iHg","NM_011431","-0.228734826692953"
"cTVLigqk3pev33ul.k","NM_011431","0.116142260538677"
"07pf5elU9UKBIoifqU","NM_011431","-0.0904576389134615"
"0VUerrSJEuFdyJ_S4Q","NM_001081239","-0.313459898952802"
"r7azVIFkisQVI7VSUI","NM_177723","-0.707421139994546"
"ohKcUISD0gDUKJXaX0","NR_002858","-0.421979158407384"
"H6CFfaY93elFOIh.qM","NM_001081148","0.914021445417601"
"xr3r7OiJRgoiIqI.qo","NM_173864","-0.285305644160306"
"xfL6O66dO13qXJHeik","NM_001033540","-0.803999538435087"
"3uUl66VNUS79B3cneA","NM_001033541","-0.40501406247932"
"BqVCICT1FO3zui3RSU","NM_198657","-0.115577194061705"
"31zJeBPqqSKRMNHOAU","NM_001079931","-0.0924518035227377"
"QiulRFHpKC5snUijsQ","NM_001034100","-0.693716674249266"
"csq7r79fRMAtxbkT3o","NM_001082542","-0.910693111160671"
"KRqUjeURSA1KI_eMK8","NM_001082547","-2.32965665227218"
"rF6UO00jH1UVKd0H.U","NM_001081233","0.763628738966032"
"ueM6Afd.POnOQ7KJ6U","NM_001013810","-0.0615464747157626"
"xu1Qz58RejScC5Ztd4","NM_001024147","-0.804050884085247"
"xUOXbU8FHy0eBdUv1U","NM_001039563","-0.697982336956962"
"BmF3l.ouegcCE7FFOU","NM_001024729","-0.132467635544381"
"crdVRd91SRKUCugQAk","NM_001024730","-0.514572197437934"
"xh5FxF5l5t5F5E5F7k","NM_001081670","0.0459458642265904"
"x7p7fiWeRSqx3oC95I","NM_001039039","0.322660336502414"
"oFYDu3vujeG5ZeiARk","NM_001081297","-0.518589005904383"
"rlDh6kiiMoKeJx46a4","NM_001037918","0.0337249430008226"
"EoqegAhGJVfOVERVEM","NM_001080940","0.206847536776015"
"Kh0eXVLR0kUZ.N.Ksk","NM_001037923","0.0801287364766967"
"cpL57qLTQJ7oQgp56I","NR_003363","-0.109364080666911"
"ECIipcXoqZuTotnWSM","NM_001081015","0.593760488331363"
"ltXlEXudPXjs.BKhSE","NM_001039244","-0.491831598512669"
"ldQX4SDs0049OhRBAU","NM_001039647","-0.300438404109419"
"NVMogqgiJF6l6O890E","NM_001039250","-0.398751743820246"
"uZAfzOVSxKoEUqUwCo","NM_001081746","-0.190880272444508"
"lTQv4R6gXuzrh6K5wc","NM_001081036","-0.155054515695785"
"ruNxMgt8nR3SgZ_gRw","NM_010113","-0.607289416780493"
"Eu5KIjq6KQIR_yo4dY","NM_010115","-0.414083578751907"
"ZlwiF0aRH1xOlNOKIE","XM_909777","-0.852912074351637"
"lYB6BEp5PdSERcPJR0","NM_172694","-0.482266805175845"
"9w0zUsBpfu0ywjAOs0","NM_019397","-0.080541295087575"
"KC9Lriq1CiLWqIUqKc","NM_178444","0.1437510247308"
"lUknoWD49Hi4krtffo","NM_198724","1.31749094878759"
"QtNXI1fslIvSme3rrk","NM_198725","0.881501758515062"
"6CKJiV4rqK_SJ9upt4","NM_152922","-0.192822877957393"
"fiYleK6ivkifbqbeiA","NM_152922","0.0604988978610317"
"Wool.cnF9eV19EXSHs","NM_207666","-0.484575633681311"
"rLdd.13SyVCq07RATo","NM_007912","-0.717299089235933"
"oiXtKxc0omsNbiIgW8","NM_207655","-1.22920622125085"
"6O3lFzlGUHsXOjuepQ","NM_007912","-0.286140338078653"
"WNulNp1_hJRiU.0xUM","NM_053207","-0.0499186188603549"
"Q0NulNp1_hJRiU.0xU","NM_053207","0.0121891924148567"
"idDbpTadfoSUYlP9MU","NM_053207","-0.168420732476155"
"0u6KkcLNHiiQQoiF3k","NM_053208","0.236344449211824"
"Wbu71fwa9NtTBAgS7k","NM_028133","-2.25295468643389"
"QnzARPg5nc_VOozuu4","NM_007913","-0.980446215995542"
"QreTuxKOXxzqBIANHU","NM_010118","-1.10602767156727"
"9JAKIILaICquZXeTXY","NM_018781","-0.162410600058238"
"uo7FiWt3wgf7EkLf6M","NM_020596","-0.721480565358911"
"ovQ7kkvxAhJ00njjkU","NM_153078","-0.3268671581818"
"i1HierKk_SXnXeEeys","NM_010119","0.516513404440785"
"TQrrqRl4rX2bcT6dfc","NM_153068","0.402367911917528"
"3dW9PJcCTVJ0D0lUp8","NM_020578","-0.921418527379704"
"Bu0u1OiK45eorfh.XU","NM_133838","-0.617353616028527"
"uC6ToTELRE.Se7hoE4","NM_023737","-0.124423598349026"
"rQX1SV1FLZxdINLnE4","NM_172545","-0.936577778737656"
"EngwP5TRf_7rpakrTs","XM_001471971","0.315626688623857"
"NUoXmv1Sj5ffSxWXj0","XM_001471971","0.12894160619379"
"WqA6JeCL6pIyF0lAek","NM_007915","-0.449407270896371"
"cSR2RAjneinMsu7frQ","NM_010120","-0.967484897599945"
"x1H6TTXkn5XAuN0knA","NM_013557","0.208150976062447"
"Eq_uuxIGRsLuMHPOH0","XR_032896","-0.314904014584373"
"QJI37TL654KLrIgaKQ","NM_145371","0.25063638515166"
"N78aF6u74ZTeewmOJ0","NM_145371","0.335839140215008"
"iRpeVzmhUi6LohEk_c","NM_145445","-0.130012596494987"
"KXWvvg3rc4bh1F4nbo","NM_010122","0.0800680140392966"
"6ovVXkELY6Xn4VAWcc","NM_172265","0.0945581900154924"
"WlI1uTdPp7XbBCInhI","NM_172265","-0.00784484846102274"
"KeUjW5N0_ntdsEIieE","NM_172265","0.0464881645339901"
"EOEmeCglMXepIkGpiM","NM_153178","-0.695330938763146"
"fc1eRSTPGdF66T0iUg","NM_153402","-0.218061965745239"
"We.c1eRSTPGdF66T0g","NM_153402","-0.447460368327006"
"3Z0XrpPSJSM037oQoE","NM_153402","-0.450404650574709"
"Kt1PXlXkzzlafuk9ak","NM_153177","-0.296407037629244"
"EkjHonqSU.9f8u3fgk","NM_026030","-0.151200833373538"
"lgOkgoF93QkrK0IjqU","NM_026030","-0.383104535787657"
"ZdLfVEekCLMkHrry4w","NM_012010","-0.429019019094286"
"Qvsn4y8EHvnuRR4HxI","NM_012011","-1.53685494902428"
"63Ct0lKhRKIg0Hi1Po","NM_144545","-0.242425844419182"
"EAFfwlB43hJ.VNLILo","NM_010123","0.0144987396780714"
"iiwwU.p3z4JQRoP554","NM_010123","0.184188879885744"
"62qLm02SlGImiJ0FLM","NM_018799","-0.0836987208653319"
"cYv4pcL3q3U1EEiCec","NM_018799","-0.296947578425847"
"cerdTUQSIJ50SCr8h4","NM_018799","-0.213716969151942"
"riUoTDQMQRsTmQRSwk","NM_080635","0.178241317282065"
"rUKv_f80n9FlqKOeRs","NM_016876","-0.141673454249277"
"BQq.5.zSf0WWoo55G4","NM_016876","-0.0481141811530232"
"QR_562K.0USp4hYLoo","NM_025344","-0.496030310124789"
"0UC_UhnOqP381hI1EI","NM_145139","-0.53685003661033"
"rgg3ruhS6T95XI6YPU","NM_145139","0.00271265870948945"
"W8Di_l6Zebu_RUnufo","NM_018749","0.0868313898205315"
"ueUjcfCmTXkRscQv4c","NM_146200","0.0184059363492679"
"BfUK2X3kggQQoWfeUk","NM_133916","-0.18101441746291"
"H4qUJaaVDWCKAaYYtY","NM_133916","-0.298113616355993"
"oEKel0.noUDcSogVeI","NM_144958","-0.552117301846737"
"HBF1PgiOVdBvnhdP4o","NM_144958","-0.0836045859478602"
"ZTTioPWNKtCW73jRx4","XM_001474613","-0.123297095209299"
"cuB6Fe_cJdJCQ01yso","NM_013506","-0.220674353902984"
"x9IWs2o6syoaM2oaVE","NM_145625","0.55410046409942"
"WqySLoBT6eIgA538Lo","NM_007917","0.0481924597409993"
"K_33kJqhrBIlbtsi_o","NM_001039169","0.00676704932776495"
"Ep6vF6gJRH.H39XhKA","NM_007918","-0.308584005161787"
"NiJJEpwhLs9dUrd2V8","NM_010124","-0.0271555508898782"
"KxlHFWopFKNNxhIC9c","NM_201256","-0.419269024119274"
"oWuereJ4m80s84OfkQ","NM_023314","-0.537419904991078"
"iBxJWDWox32mbnwXF0","NM_023314","-0.0381800512116772"
"rokRzuCO.Ko1ExcU40","NM_023743","0.320078182805094"
"oJJd5XU5UUC00uyOB4","NM_023743","0.217308583893074"
"94nDAunjiko6fqnl6k","NM_145941","0.0986315168938123"
"r98HsPjr75bDLM_Xs8","NM_013507","0.460171223826888"
"lUnEKEtgozlF2v9wgI","NM_013507","0.108515517976389"
"cdQjVETXgojs45YXvI","NM_178041","-0.0299759827736743"
"TtIhYgd_S2.O01ffdQ","NM_173363","-1.15545711719191"
"iR8oK36n3vT3rlAUuo","NM_173363","-0.459136029201563"
"9KSS_p2aYmhStC0ub0","NM_181582","0.125703183476309"
"Q6wOt_5X81x01WN61U","NM_181582","0.0130075065008644"
"Kul1UI6d8n_Q4heCwk","NM_033612","-0.573818903399733"
"H7kVQugdzu7ie6Q4TY","NM_026419","1.34478118689627"
"xiH1YS5UJ49VR4KV78","NM_023479","0.162074299147861"
"fIlUgTdUEp0tUBLTaE","NM_023479","-0.291366278036319"
"T4eVZJfRYBCFO5QnSo","NM_023479","-0.180111047859649"
"N8KPBXQL3fTB5fhv6o","NM_010485","-0.234916568639214"
"Bp3ipQIJDqLXicsye4","NM_007920","0.438116810096943"
"fSw50exowhT4J54JXk","NM_023502","-0.0803599980201417"
"fSSw50exowhT4J54JU","NM_023502","-0.182673740361473"
"xVJLRS.UOrdeLyg0II","NM_023502","-0.300301696150992"
"QpfIcP9r9f34DCcOn4","NM_023502","0.61548439102631"
"01vn0ST_IfXSoGRjpM","NM_023502","-0.142562534056312"
"6lVwehSYgsq49ShVd8","NM_007921","1.52382062589841"
"ZELOGUnU2H3VnmE6Gg","NM_007921","0.851252198718596"
"ZhqraNNXD87nMDPUrs","NM_007921","1.42464216983786"
"Q.P3EtZ656iZn5fd_U","NM_010125","-0.667271894714684"
"uxQkiBtcEJRjJYESTY","NM_010125","0.0213709924994223"
"EkOSnghdSvyD8F0AsE","NM_010125","0.0244749604974732"
"uVCCpuuqAQHSDv_gjk","NM_013508","-0.400074057762027"
"354HWfkxGOwUnuX1.k","NM_205536","-0.271934210434758"
"uiIUJZ0lv7IJf3H15I","NM_013508","-0.51479720549385"
"uS6fdJQ6B9SIHzR6Jc","NM_007923","-0.218807643019099"
"3SIprl1K1.fIv7fexE","NM_007924","-0.343717173755516"
"Wc0ft807qBMLzutAMw","NM_138953","0.205803482218742"
"HpOs03XSe5SiHKAsoo","NM_145973","0.16203571523781"
"TIEkliCMBOLlX2lkks","NM_080288","-0.641765403596295"
"fl3VqO8X_dKL0wF6Ok","NM_080288","-0.506482294205237"
"BxFPnsNBkf9dAnXjiI","NM_080288","-0.444050692683465"
"EovjoUaT7NOoxPdLpc","NM_080288","-0.619546848364421"
"Z690EtOF3FAKyVKI0U","NM_080288","-0.550238740429529"
"363flBTgz.keSRnjL0","NM_080288","-0.83060179677389"
"KeQYf0VjvfRU4SN.4o","NM_080288","-0.33015297845574"
"EV16jnp3oQTns.ZwkU","NM_080288","-0.118982631904226"
"QXnElSv9SrrQntITUI","NM_198093","-0.784284269699887"
"uVfX.q9T9d5jgfRsdI","NM_080287","-0.309354814703111"
"lieNCQSZdBac5ipJJ8","NM_207705","-0.0647546431074213"
"QFAuDldFzqgu_KeaSE","NM_172760","0.420326298284683"
"HnMklGA0SEF4coiXcE","NM_172760","-0.0204764831995927"
"Hvu6nr7VROSx7BVvfU","NM_007925","1.51720395325444"
"TIrSQw3tHuh0p1fdHU","NM_019422","0.691623854297456"
"f5fAfqIoEdKnpaRkVo","NM_001039175","1.18375249277896"
"N1pXjV.gV9HnlZev1E","NM_001039175","0.995088987568385"
"Qn6l2DTpw2glfUH2Kc","NM_001039176","1.70853651827618"
"i9T1V0Ck5LRQTxqBJI","NM_148941","-0.426255795185581"
"otcPJfur.e.oKL5pN4","NM_134255","0.0720942053818039"
"xukfSH.vdevjQrvl64","NM_130450","-0.398163605097593"
"coki4u0evsq.uwks9o","NM_029001","0.110353495980026"
"6Kyi8py7ugope3heTo","NM_028811","-0.0803945445509182"
"0gieKy6vu8M5_OWlt0","NM_028811","-0.577550996940575"
"9ulTh5T7T3q_oeyAyg","NM_133222","0.508748333095902"
"uROi5L37Lkpv8xh_OY","NM_026375","-0.436383911222805"
"xoocuRzfzvnmDl8h8E","NM_010330","0.281207883641498"
"E5bL4vyH9Sv98l2Nbo","NM_016885","0.54551165152531"
"9oi8.hRQhMaol4t7qQ","NM_007927","-0.102882257062188"
"EYsYhUiCiHfFVQdtN8","NM_007927","0.0870528320234438"
"uqaC3S9V17AF_qLXu4","NM_080595","0.0528766501303739"
"uKr5FBxmKf4I.yeIq8","NM_080595","-0.163567069257029"
"BainOBWKh6IMJe6WAs","NM_133918","0.331821021448429"
"f2C9_r4Nx_ue9Yel6k","NM_145158","-0.828748751053837"
"Qt4K7YgpfF7ruEj4Pg","NM_001043335","0.28586654653517"
"xxU7nYlCmULbOx0pTo","NM_144872","0.469306689630622"
"HoqnBRVHkRAMEEh_ek","NM_144872","0.13043723950028"
"Wq6y9QIRxw7kiJnWl0","NM_199466","0.382982047125148"
"Tj8UuuNpO_0ueimOHk","NM_001081191","-0.321486996588643"
"c70KyvHgeWp47yIR6U","NM_010128","0.195587691145926"
"WiruJiBI1FfdcrKNJ0","NM_007929","0.277102438075012"
"fO0dde_ut3ldRNdPfs","NM_010129","0.827953959159759"
"NaxCI8U._79c5H9_64","NM_010130","-0.323548641550023"
"uUB1KL9ORQogESjNxU","NM_010130","-0.134112184449469"
"reZQR.d.sTPblBfeAI","NM_010134","-0.812672401815083"
"xJC2BHkwIJAcaKpKH4","NM_010135","-0.322008250966975"
"EcpP6n5x_FPdle4DtU","NM_007930","0.12460302884357"
"fnp.ovn1RHdXHSgg34","NM_172456","0.173099981839474"
"cRwUZXt8Y0pAGrlSOo","NM_172456","-0.412161103871915"
"ZEaR5a0RU558glwl3k","NM_007932","1.41875516305917"
"uAuBSNp1uFi1eSm7CU","NM_023119","-0.413247523627465"
"6tUS_UU3W6f4DhRRTw","NM_013509","-1.24592527868364"
"TCl5D5edeCtBSNp1uE","NM_007933","-0.851154779459224"
"TokP61yfxP.LFAgEUc","NM_007934","0.848683808956743"
"9oBrYui8QeodXu67Y4","NM_008813","-0.240876378886028"
"ooudZfItdJ8THl0yl4","NM_008813","-0.249159274369985"
"ZWghyWyc9oD3hXQhMU","NM_015744","0.811982524741357"
"HOM9OaJIk1E1bU91bc","NM_199016","-0.364831076080645"
"9Tyz71e6OLcteHW44o","NM_032003","0.0769529205452173"
"WIQBNJ3Siigl.P65_U","NM_177304","-0.0856190209131418"
"rSeULkokhCBeuFrhRM","NM_019561","-0.426911639302539"
"QlSt3pTT0j6sgMj64o","NM_001026212","0.37971462007572"
"lroE7QMA4lHH9Dvq_U","NM_009848","-0.0580595495854963"
"67St3yXmHSritT1i6I","NM_009849","-0.109176451811575"
"6URPn4S1__0Z7r5J7Y","NM_026174","0.176045398020316"
"KV6oUCBDdv0Ffo5dPk","NM_007647","0.267114927967791"
"Hpd5J7m5jiNuz7.PHo","NM_001026214","-0.118867398618354"
"Q9fOP3oKcVd690KUSc","NM_172117","-0.294580500496235"
"uFebq9e1PUp.e.66ik","NM_053103","0.410984208478164"
"KooZKLv.AHgCtvQrno","NM_010136","-0.136004381289066"
"3ikHit4JQUznXl_WMo","NM_177821","-0.461358041822844"
"flQlO.rqFQCkO4gki0","NM_029337","-0.125999998686115"
"HrN3BFJEffGI7HQXpc","XM_001480582","1.06307285694289"
"ck66euXdXKAn_m09B0","NM_010137","1.12365854492581"
"roXtf45eEIU0uYE6VU","NM_010137","0.686711105171319"
